learning evaluation instances,evaluation time (cpu seconds),model cost (RAM-Hours),classified instances,classifications correct (percent),Kappa Statistic (percent),Kappa Temporal Statistic (percent),Kappa M Statistic (percent),model training instances,model serialized size (bytes),tree size (nodes),tree size (leaves),active learning leaves,tree depth,active leaf byte size estimate,inactive leaf byte size estimate,byte size estimate overhead
430.0,0.015625,1.6330482645167245E-11,430.0,82.7906976744186,65.74516642983248,-37.037037037037116,61.85567010309278,430.0,7656.0,3.0,2.0,2.0,1.0,0.0,0.0,1.0
440.0,0.015625,1.6330482645167245E-11,440.0,82.5,65.19416478323402,-40.000000000000036,61.11111111111109,440.0,7680.0,3.0,2.0,2.0,1.0,0.0,0.0,1.0
450.0,0.015625,1.6330482645167245E-11,450.0,82.66666666666667,65.50504157084734,-39.28571428571426,61.57635467980296,450.0,7680.0,3.0,2.0,2.0,1.0,0.0,0.0,1.0
460.0,0.03125,4.7374568465683195E-11,460.0,82.6086956521739,65.38295110341843,-40.35087719298251,60.591133004926114,460.0,7680.0,3.0,2.0,2.0,1.0,0.0,0.0,1.0
470.0,0.03125,4.7374568465683195E-11,470.0,82.97872340425532,66.11269331987454,-37.93103448275869,61.53846153846153,470.0,7680.0,3.0,2.0,2.0,1.0,0.0,0.0,1.0
480.0,0.03125,4.7374568465683195E-11,480.0,82.91666666666667,66.01916601916604,-36.66666666666663,61.86046511627907,480.0,7680.0,3.0,2.0,2.0,1.0,0.0,0.0,1.0
490.0,0.03125,4.7374568465683195E-11,490.0,83.06122448979592,66.30321308432895,-36.065573770491774,61.92660550458715,490.0,7704.0,3.0,2.0,2.0,1.0,0.0,0.0,1.0
500.0,0.03125,4.7374568465683195E-11,500.0,83.39999999999999,66.97752880514354,-29.68750000000003,63.11111111111109,500.0,7704.0,3.0,2.0,2.0,1.0,0.0,0.0,1.0
510.0,0.03125,4.7374568465683195E-11,510.0,83.72549019607844,67.62028608582575,-25.757575757575758,64.52991452991454,510.0,7704.0,3.0,2.0,2.0,1.0,0.0,0.0,1.0
520.0,0.03125,4.7374568465683195E-11,520.0,83.65384615384616,67.48087110064745,-23.188405797101456,64.73029045643153,520.0,7704.0,3.0,2.0,2.0,1.0,0.0,0.0,1.0
530.0,0.03125,4.7374568465683195E-11,530.0,83.58490566037736,67.35944954907764,-19.17808219178082,64.34426229508198,530.0,7712.0,3.0,2.0,2.0,1.0,0.0,0.0,1.0
540.0,0.03125,4.7374568465683195E-11,540.0,83.88888888888889,67.96148285550616,-19.17808219178081,64.34426229508196,540.0,7712.0,3.0,2.0,2.0,1.0,0.0,0.0,1.0
550.0,0.03125,4.7374568465683195E-11,550.0,84.0,68.18385001709132,-18.918918918918962,64.51612903225806,550.0,7728.0,3.0,2.0,2.0,1.0,0.0,0.0,1.0
560.0,0.03125,4.7374568465683195E-11,560.0,84.28571428571429,68.72778962331202,-17.33333333333336,64.51612903225806,560.0,7728.0,3.0,2.0,2.0,1.0,0.0,0.0,1.0
570.0,0.03125,4.7374568465683195E-11,570.0,84.3859649122807,68.91658394911951,-15.584415584415638,64.96062992125984,570.0,8032.0,3.0,2.0,2.0,1.0,0.0,0.0,1.0
580.0,0.03125,4.7374568465683195E-11,580.0,84.6551724137931,69.41508271318196,-15.584415584415618,64.96062992125984,580.0,8040.0,3.0,2.0,2.0,1.0,0.0,0.0,1.0
590.0,0.03125,4.7374568465683195E-11,590.0,84.91525423728814,69.88172943457265,-15.584415584415504,64.96062992125985,590.0,8040.0,3.0,2.0,2.0,1.0,0.0,0.0,1.0
600.0,0.03125,4.7374568465683195E-11,600.0,84.83333333333334,69.73325350894699,-16.666666666666625,65.39923954372625,600.0,8048.0,3.0,2.0,2.0,1.0,0.0,0.0,1.0
610.0,0.03125,4.7374568465683195E-11,610.0,85.08196721311475,70.25665755773454,-15.189873417721495,66.54411764705883,610.0,8048.0,3.0,2.0,2.0,1.0,0.0,0.0,1.0
620.0,0.046875,7.993852098782857E-11,620.0,85.3225806451613,70.72740479402304,-12.34567901234567,67.02898550724639,620.0,8056.0,3.0,2.0,2.0,1.0,0.0,0.0,1.0
630.0,0.046875,7.993852098782857E-11,630.0,85.55555555555556,71.16052115297549,-9.638554216867522,67.1480144404332,630.0,8056.0,3.0,2.0,2.0,1.0,0.0,0.0,1.0
640.0,0.046875,7.993852098782857E-11,640.0,85.625,71.27020064017488,-8.235294117647092,67.14285714285714,640.0,8056.0,3.0,2.0,2.0,1.0,0.0,0.0,1.0
650.0,0.046875,7.993852098782857E-11,650.0,85.84615384615385,71.75034485364978,-6.97674418604645,68.27586206896552,650.0,8056.0,3.0,2.0,2.0,1.0,0.0,0.0,1.0
660.0,0.046875,7.993852098782857E-11,660.0,86.06060606060606,72.20085704867597,-6.976744186046559,69.33333333333334,660.0,8056.0,3.0,2.0,2.0,1.0,0.0,0.0,1.0
670.0,0.046875,7.993852098782857E-11,670.0,86.26865671641791,72.62147996801991,-2.2222222222221615,70.12987012987013,670.0,8056.0,3.0,2.0,2.0,1.0,0.0,0.0,1.0
680.0,0.046875,7.993852098782857E-11,680.0,86.32352941176471,72.73197654363574,-2.1978021978021904,70.1923076923077,680.0,8056.0,3.0,2.0,2.0,1.0,0.0,0.0,1.0
690.0,0.046875,7.993852098782857E-11,690.0,85.94202898550725,71.9880803904007,-3.1914893617021085,69.2063492063492,690.0,8056.0,3.0,2.0,2.0,1.0,0.0,0.0,1.0
700.0,0.046875,7.993852098782857E-11,700.0,86.0,72.11019319586288,-2.0833333333333584,69.75308641975309,700.0,8056.0,3.0,2.0,2.0,1.0,0.0,0.0,1.0
710.0,0.046875,7.993852098782857E-11,710.0,85.91549295774648,71.94518642621188,-2.040816326530609,69.87951807228914,710.0,8056.0,3.0,2.0,2.0,1.0,0.0,0.0,1.0
720.0,0.046875,7.993852098782857E-11,720.0,85.55555555555556,71.23893805309733,-1.9607843137254826,69.23076923076921,720.0,8056.0,3.0,2.0,2.0,1.0,0.0,0.0,1.0
730.0,0.046875,7.993852098782857E-11,730.0,85.75342465753425,71.63650492401035,-0.9708737864077234,69.41176470588236,730.0,8056.0,3.0,2.0,2.0,1.0,0.0,0.0,1.0
740.0,0.046875,7.993852098782857E-11,740.0,85.94594594594595,72.0123064390606,1.8867924528301696,70.02881844380403,740.0,8056.0,3.0,2.0,2.0,1.0,0.0,0.0,1.0
750.0,0.046875,7.993852098782857E-11,750.0,86.0,72.11105995679429,1.8691588785046998,70.4225352112676,750.0,11224.0,5.0,3.0,3.0,2.0,0.0,0.0,1.0
760.0,0.046875,7.993852098782857E-11,760.0,86.18421052631578,72.4523612261806,2.7777777777777475,71.23287671232876,760.0,11224.0,5.0,3.0,3.0,2.0,0.0,0.0,1.0
770.0,0.046875,7.993852098782857E-11,770.0,86.36363636363636,72.7768611737769,2.7777777777778176,72.0,770.0,11232.0,5.0,3.0,3.0,2.0,0.0,0.0,1.0
780.0,0.0625,1.2537283408972953E-10,780.0,86.53846153846155,73.15458240461518,3.66972477064219,72.00000000000001,780.0,11240.0,5.0,3.0,3.0,2.0,0.0,0.0,1.0
790.0,0.0625,1.2537283408972953E-10,790.0,86.70886075949366,73.48739092913989,7.079646017699076,72.44094488188976,790.0,11240.0,5.0,3.0,3.0,2.0,0.0,0.0,1.0
800.0,0.0625,1.2537283408972953E-10,800.0,86.875,73.83829575183755,7.079646017699122,72.44094488188976,800.0,11240.0,5.0,3.0,3.0,2.0,0.0,0.0,1.0
810.0,0.0625,1.2537283408972953E-10,810.0,86.79012345679013,73.6675801639434,6.956521739130421,72.13541666666667,810.0,11528.0,5.0,3.0,3.0,2.0,0.0,0.0,1.0
820.0,0.0625,1.2537283408972953E-10,820.0,86.82926829268293,73.74599786552828,9.243697478991605,72.02072538860104,820.0,11536.0,5.0,3.0,3.0,2.0,0.0,0.0,1.0
830.0,0.0625,1.2537283408972953E-10,830.0,86.62650602409639,73.33043855840208,7.5,71.61125319693095,830.0,11544.0,5.0,3.0,3.0,2.0,0.0,0.0,1.0
840.0,0.0625,1.2537283408972953E-10,840.0,86.42857142857143,72.91931789259355,5.000000000000059,71.571072319202,840.0,11544.0,5.0,3.0,3.0,2.0,0.0,0.0,1.0
850.0,0.0625,1.2537283408972953E-10,850.0,86.58823529411764,73.24121019319348,6.557377049180318,71.64179104477611,850.0,11544.0,5.0,3.0,3.0,2.0,0.0,0.0,1.0
860.0,0.0625,1.2537283408972953E-10,860.0,86.62790697674419,73.31469769249034,8.730158730158688,71.88264058679707,860.0,11544.0,5.0,3.0,3.0,2.0,0.0,0.0,1.0
870.0,0.0625,1.2537283408972953E-10,870.0,86.7816091954023,73.61397549435885,9.448818897637812,72.48803827751196,870.0,11560.0,5.0,3.0,3.0,2.0,0.0,0.0,1.0
880.0,0.0625,1.2537283408972953E-10,880.0,86.93181818181817,73.91618124645599,10.156249999999996,72.68408551068882,880.0,11560.0,5.0,3.0,3.0,2.0,0.0,0.0,1.0
890.0,0.0625,1.2537283408972953E-10,890.0,87.07865168539325,74.1976958176822,10.156250000000037,73.31786542923435,890.0,11560.0,5.0,3.0,3.0,2.0,0.0,0.0,1.0
900.0,0.0625,1.2537283408972953E-10,900.0,86.66666666666667,73.38065661047027,9.090909090909078,72.4770642201835,900.0,11576.0,5.0,3.0,3.0,2.0,0.0,0.0,1.0
910.0,0.078125,1.7216532594627805E-10,910.0,86.5934065934066,73.23942303983956,8.270676691729367,72.27272727272728,910.0,11576.0,5.0,3.0,3.0,2.0,0.0,0.0,1.0
920.0,0.078125,1.7216532594627805E-10,920.0,86.73913043478261,73.54015889106297,9.629629629629614,72.33560090702947,920.0,11584.0,5.0,3.0,3.0,2.0,0.0,0.0,1.0
930.0,0.078125,1.7216532594627805E-10,930.0,86.7741935483871,73.61330891274561,9.558823529411802,72.17194570135747,930.0,11592.0,5.0,3.0,3.0,2.0,0.0,0.0,1.0
940.0,0.078125,1.7216532594627805E-10,940.0,86.91489361702128,73.89266230716427,10.218978102189755,72.48322147651005,940.0,11600.0,5.0,3.0,3.0,2.0,0.0,0.0,1.0
950.0,0.078125,1.7216532594627805E-10,950.0,87.05263157894737,74.16617659413593,10.869565217391337,72.78761061946904,950.0,11600.0,5.0,3.0,3.0,2.0,0.0,0.0,1.0
960.0,0.078125,1.7216532594627805E-10,960.0,87.08333333333333,74.21869923981548,10.79136690647482,73.10195227765726,960.0,11600.0,5.0,3.0,3.0,2.0,0.0,0.0,1.0
970.0,0.078125,1.7216532594627805E-10,970.0,87.21649484536083,74.48938471653693,10.791366906474856,73.10195227765726,970.0,11600.0,5.0,3.0,3.0,2.0,0.0,0.0,1.0
980.0,0.078125,1.7216532594627805E-10,980.0,87.34693877551021,74.74436777787015,11.428571428571484,73.61702127659575,980.0,11600.0,5.0,3.0,3.0,2.0,0.0,0.0,1.0
990.0,0.078125,1.7216532594627805E-10,990.0,87.47474747474747,74.98879426266248,11.428571428571422,74.16666666666666,990.0,11600.0,5.0,3.0,3.0,2.0,0.0,0.0,1.0
1000.0,0.078125,1.7216532594627805E-10,1000.0,87.6,75.2237851662404,11.428571428571438,74.6938775510204,1000.0,11600.0,5.0,3.0,3.0,2.0,0.0,0.0,1.0
1010.0,0.078125,1.7216532594627805E-10,1010.0,87.0,74.04018579239336,7.142857142857148,73.30595482546201,1010.0,12048.0,5.0,3.0,3.0,2.0,0.0,0.0,1.0
1020.0,0.078125,1.7216532594627805E-10,1020.0,87.2,74.4490578090067,7.246376811594208,73.6082474226804,1020.0,12048.0,5.0,3.0,3.0,2.0,0.0,0.0,1.0
1030.0,0.078125,1.7216532594627805E-10,1030.0,87.4,74.86033519553072,5.970149253731348,73.69519832985387,1030.0,12048.0,5.0,3.0,3.0,2.0,0.0,0.0,1.0
1040.0,0.078125,1.7216532594627805E-10,1040.0,87.4,74.86123802417312,4.545454545454549,73.64016736401673,1040.0,12048.0,5.0,3.0,3.0,2.0,0.0,0.0,1.0
1050.0,0.09375,2.2086573557721243E-10,1050.0,87.4,74.86194017939796,3.8167938931297747,73.24840764331209,1050.0,12048.0,5.0,3.0,3.0,2.0,0.0,0.0,1.0
1060.0,0.09375,2.2086573557721243E-10,1060.0,87.6,75.25345254250819,3.8759689922480653,73.56076759061834,1060.0,12048.0,5.0,3.0,3.0,2.0,0.0,0.0,1.0
1070.0,0.09375,2.2086573557721243E-10,1070.0,87.1,74.24553389607175,0.0,72.72727272727273,1070.0,12048.0,5.0,3.0,3.0,2.0,0.0,0.0,1.0
1080.0,0.09375,2.2086573557721243E-10,1080.0,87.3,74.6405750798722,3.7878787878787907,73.20675105485232,1080.0,12048.0,5.0,3.0,3.0,2.0,0.0,0.0,1.0
1090.0,0.09375,2.2086573557721243E-10,1090.0,87.3,74.6405750798722,3.7878787878787907,73.20675105485232,1090.0,12048.0,5.0,3.0,3.0,2.0,0.0,0.0,1.0
1100.0,0.09375,2.2086573557721243E-10,1100.0,87.2,74.4285377518689,3.030303030303033,72.64957264957265,1100.0,12048.0,5.0,3.0,3.0,2.0,0.0,0.0,1.0
1110.0,0.09375,2.2086573557721243E-10,1110.0,86.8,73.61635785812796,1.492537313432837,71.7948717948718,1110.0,12048.0,5.0,3.0,3.0,2.0,0.0,0.0,1.0
1120.0,0.09375,2.2086573557721243E-10,1120.0,86.6,73.21285782824243,-0.7518796992481209,71.42857142857143,1120.0,12048.0,5.0,3.0,3.0,2.0,0.0,0.0,1.0
1130.0,0.09375,2.2086573557721243E-10,1130.0,86.7,73.37976862415435,-0.7575757575757582,71.14967462039046,1130.0,12048.0,5.0,3.0,3.0,2.0,0.0,0.0,1.0
1140.0,0.09375,2.2086573557721243E-10,1140.0,86.6,73.15490023239042,-2.2900763358778646,70.67833698030634,1140.0,12048.0,5.0,3.0,3.0,2.0,0.0,0.0,1.0
1150.0,0.09375,2.2086573557721243E-10,1150.0,86.6,73.08804627249357,-2.2900763358778646,70.02237136465324,1150.0,12048.0,5.0,3.0,3.0,2.0,0.0,0.0,1.0
1160.0,0.09375,2.2086573557721243E-10,1160.0,86.5,72.83898952993344,0.0,69.52595936794582,1160.0,12048.0,5.0,3.0,3.0,2.0,0.0,0.0,1.0
1170.0,0.09375,2.2086573557721243E-10,1170.0,86.6,73.00564061240934,0.7407407407407414,70.08928571428571,1170.0,12048.0,5.0,3.0,3.0,2.0,0.0,0.0,1.0
1180.0,0.109375,2.6956614520814684E-10,1180.0,86.8,73.30960854092527,0.0,70.40358744394618,1180.0,12048.0,5.0,3.0,3.0,2.0,0.0,0.0,1.0
1190.0,0.109375,2.6956614520814684E-10,1190.0,87.8,75.26358475263585,7.5757575757575815,72.01834862385321,1190.0,12048.0,5.0,3.0,3.0,2.0,0.0,0.0,1.0
1200.0,0.109375,2.6956614520814684E-10,1200.0,88.2,76.02405721716515,9.230769230769239,72.55813953488372,1200.0,11976.0,7.0,4.0,4.0,2.0,0.0,0.0,1.0
1210.0,0.109375,2.6956614520814684E-10,1210.0,88.3,76.21931885625087,11.363636363636372,72.8538283062645,1210.0,12288.0,7.0,4.0,4.0,2.0,0.0,0.0,1.0
1220.0,0.109375,2.6956614520814684E-10,1220.0,88.1,75.91580651689941,10.526315789473694,73.01587301587301,1220.0,15560.0,7.0,4.0,4.0,2.0,0.0,0.0,1.0
1230.0,0.109375,2.6956614520814684E-10,1230.0,88.8,77.30036481556546,15.78947368421054,74.19354838709677,1230.0,15560.0,7.0,4.0,4.0,2.0,0.0,0.0,1.0
1240.0,0.109375,2.6956614520814684E-10,1240.0,88.9,77.53963950109672,15.909090909090922,74.59954233409611,1240.0,15560.0,7.0,4.0,4.0,2.0,0.0,0.0,1.0
1250.0,0.109375,2.6956614520814684E-10,1250.0,89.4,78.53138468518098,19.08396946564887,75.46296296296296,1250.0,15568.0,7.0,4.0,4.0,2.0,0.0,0.0,1.0
1260.0,0.109375,2.6956614520814684E-10,1260.0,89.7,79.1273192993264,20.769230769230788,75.990675990676,1260.0,15568.0,7.0,4.0,4.0,2.0,0.0,0.0,1.0
1270.0,0.109375,2.6956614520814684E-10,1270.0,90.0,79.72392090707068,20.634920634920654,76.52582159624414,1270.0,15568.0,7.0,4.0,4.0,2.0,0.0,0.0,1.0
1280.0,0.109375,2.6956614520814684E-10,1280.0,90.10000000000001,80.0129209399984,20.80000000000002,77.24137931034484,1280.0,15576.0,7.0,4.0,4.0,2.0,0.0,0.0,1.0
1290.0,0.109375,2.6956614520814684E-10,1290.0,90.10000000000001,80.05881642025543,21.42857142857145,77.55102040816327,1290.0,15576.0,7.0,4.0,4.0,2.0,0.0,0.0,1.0
1300.0,0.109375,2.6956614520814684E-10,1300.0,90.10000000000001,80.05881642025543,21.42857142857145,77.55102040816327,1300.0,15576.0,7.0,4.0,4.0,2.0,0.0,0.0,1.0
1310.0,0.109375,2.6956614520814684E-10,1310.0,90.10000000000001,80.02098805295448,21.42857142857145,77.29357798165138,1310.0,15576.0,7.0,4.0,4.0,2.0,0.0,0.0,1.0
1320.0,0.109375,2.6956614520814684E-10,1320.0,90.10000000000001,79.93270361211336,22.047244094488207,76.7605633802817,1320.0,15576.0,7.0,4.0,4.0,2.0,0.0,0.0,1.0
1330.0,0.109375,2.6956614520814684E-10,1330.0,90.10000000000001,79.89259803881744,26.119402985074647,76.54028436018959,1330.0,15576.0,7.0,4.0,4.0,2.0,0.0,0.0,1.0
1340.0,0.109375,2.6956614520814684E-10,1340.0,90.60000000000001,80.84626889393316,28.787878787878814,77.5656324582339,1340.0,15576.0,7.0,4.0,4.0,2.0,0.0,0.0,1.0
1350.0,0.109375,2.6956614520814684E-10,1350.0,90.9,81.47906931305666,32.59259259259262,78.53773584905662,1350.0,15576.0,7.0,4.0,4.0,2.0,0.0,0.0,1.0
1360.0,0.125,3.3252743176288077E-10,1360.0,91.0,81.59177929770594,33.33333333333336,78.36538461538463,1360.0,15576.0,7.0,4.0,4.0,2.0,0.0,0.0,1.0
1370.0,0.125,3.3252743176288077E-10,1370.0,91.0,81.47050103765196,33.33333333333336,77.83251231527095,1370.0,15576.0,7.0,4.0,4.0,2.0,0.0,0.0,1.0
1380.0,0.125,3.3252743176288077E-10,1380.0,91.3,81.98757763975156,36.02941176470591,78.25000000000001,1380.0,15576.0,7.0,4.0,4.0,2.0,0.0,0.0,1.0
1390.0,0.125,3.3252743176288077E-10,1390.0,91.8,82.97405827855272,38.80597014925377,79.44862155388472,1390.0,15576.0,7.0,4.0,4.0,2.0,0.0,0.0,1.0
1400.0,0.125,3.3252743176288077E-10,1400.0,91.9,83.16106338924139,40.44117647058827,79.64824120603015,1400.0,15576.0,7.0,4.0,4.0,2.0,0.0,0.0,1.0
1410.0,0.125,3.3252743176288077E-10,1410.0,92.2,83.77737567854247,43.478260869565254,80.45112781954889,1410.0,15576.0,7.0,4.0,4.0,2.0,0.0,0.0,1.0
1420.0,0.125,3.3252743176288077E-10,1420.0,92.30000000000001,83.95244923138485,43.79562043795624,80.55555555555557,1420.0,15576.0,7.0,4.0,4.0,2.0,0.0,0.0,1.0
1430.0,0.125,3.3252743176288077E-10,1430.0,92.30000000000001,83.81006047047545,43.79562043795624,80.0518134715026,1430.0,15576.0,7.0,4.0,4.0,2.0,0.0,0.0,1.0
1440.0,0.125,3.3252743176288077E-10,1440.0,92.60000000000001,84.35835432977663,45.58823529411769,80.62827225130891,1440.0,15576.0,7.0,4.0,4.0,2.0,0.0,0.0,1.0
1450.0,0.125,3.3252743176288077E-10,1450.0,92.7,84.51592102695503,46.71532846715332,80.6878306878307,1450.0,15576.0,7.0,4.0,4.0,2.0,0.0,0.0,1.0
1460.0,0.125,3.3252743176288077E-10,1460.0,92.9,84.984984984985,48.5507246376812,81.41361256544504,1460.0,15576.0,7.0,4.0,4.0,2.0,0.0,0.0,1.0
1470.0,0.140625,3.954887183176147E-10,1470.0,92.9,84.90902907668764,48.17518248175187,81.16710875331566,1470.0,15576.0,7.0,4.0,4.0,2.0,0.0,0.0,1.0
1480.0,0.140625,3.954887183176147E-10,1480.0,93.10000000000001,85.20773485400679,48.88888888888893,81.35135135135137,1480.0,15576.0,7.0,4.0,4.0,2.0,0.0,0.0,1.0
