learning evaluation instances,evaluation time (cpu seconds),model cost (RAM-Hours),classified instances,classifications correct (percent),Kappa Statistic (percent),Kappa Temporal Statistic (percent),Kappa M Statistic (percent),model training instances,model serialized size (bytes),tree size (nodes),tree size (leaves),active learning leaves,tree depth,active leaf byte size estimate,inactive leaf byte size estimate,byte size estimate overhead
7490.0,2.15625,2.095430520259672E-8,7490.0,82.89999999999999,64.7884423724765,-0.5882352941176475,62.66375545851527,7490.0,43568.0,18.0,12.0,12.0,4.0,0.0,0.0,1.0
7500.0,2.15625,2.095430520259672E-8,7500.0,82.89999999999999,64.7884423724765,-0.5882352941176475,62.66375545851527,7500.0,43568.0,18.0,12.0,12.0,4.0,0.0,0.0,1.0
7510.0,2.15625,2.095430520259672E-8,7510.0,82.69999999999999,64.51776982902896,-1.1695906432748546,62.63498920086392,7510.0,43568.0,18.0,12.0,12.0,4.0,0.0,0.0,1.0
7520.0,2.15625,2.095430520259672E-8,7520.0,82.89999999999999,65.16147959807348,-1.1834319526627228,63.694267515923556,7520.0,43568.0,18.0,12.0,12.0,4.0,0.0,0.0,1.0
7530.0,2.171875,2.1130415714449356E-8,7530.0,83.5,66.407700576566,2.3668639053254457,64.96815286624202,7530.0,43568.0,18.0,12.0,12.0,4.0,0.0,0.0,1.0
7540.0,2.171875,2.1130415714449356E-8,7540.0,83.8,66.99010925866305,4.142011834319529,65.45842217484008,7540.0,43568.0,18.0,12.0,12.0,4.0,0.0,0.0,1.0
7550.0,2.171875,2.1130415714449356E-8,7550.0,83.7,66.78214795190543,3.550295857988168,65.24520255863538,7550.0,43568.0,18.0,12.0,12.0,4.0,0.0,0.0,1.0
7560.0,2.171875,2.1130415714449356E-8,7560.0,83.6,66.64714304308212,2.9585798816568065,65.25423728813558,7560.0,43568.0,18.0,12.0,12.0,4.0,0.0,0.0,1.0
7570.0,2.1875,2.1306526226301992E-8,7570.0,83.6,66.82847896440128,1.7964071856287438,65.83333333333331,7570.0,43568.0,18.0,12.0,12.0,4.0,0.0,0.0,1.0
7580.0,2.1875,2.1306526226301992E-8,7580.0,83.6,66.97157541557411,3.5294117647058845,66.32443531827515,7580.0,43568.0,18.0,12.0,12.0,4.0,0.0,0.0,1.0
7590.0,2.1875,2.1306526226301992E-8,7590.0,84.0,67.70795070618675,3.614457831325304,66.87370600414077,7590.0,43568.0,18.0,12.0,12.0,4.0,0.0,0.0,1.0
7600.0,2.1875,2.1306526226301992E-8,7600.0,83.7,66.99309082367425,0.609756097560976,65.82809224318657,7600.0,43568.0,18.0,12.0,12.0,4.0,0.0,0.0,1.0
7610.0,2.203125,2.148263673815463E-8,7610.0,84.1,67.92958223742596,1.8518518518518532,67.0807453416149,7610.0,43568.0,18.0,12.0,12.0,4.0,0.0,0.0,1.0
7620.0,2.203125,2.148263673815463E-8,7620.0,84.3,68.3416680109695,3.086419753086422,67.49482401656314,7620.0,43568.0,18.0,12.0,12.0,4.0,0.0,0.0,1.0
7630.0,2.203125,2.148263673815463E-8,7630.0,84.6,68.98975050844727,5.5214723926380405,68.24742268041236,7630.0,43568.0,18.0,12.0,12.0,4.0,0.0,0.0,1.0
7640.0,2.203125,2.148263673815463E-8,7640.0,84.3,68.44398707208438,3.680981595092027,67.827868852459,7640.0,43568.0,18.0,12.0,12.0,4.0,0.0,0.0,1.0
7650.0,2.21875,2.1658747250007265E-8,7650.0,83.39999999999999,66.526859170834,-2.4691358024691374,65.41666666666666,7650.0,43568.0,18.0,12.0,12.0,4.0,0.0,0.0,1.0
7660.0,2.21875,2.1658747250007265E-8,7660.0,83.5,66.77406363270238,-2.4844720496894426,65.83850931677017,7660.0,43568.0,18.0,12.0,12.0,4.0,0.0,0.0,1.0
7670.0,2.21875,2.1658747250007265E-8,7670.0,83.2,66.12903225806451,-1.2048192771084345,64.99999999999999,7670.0,43568.0,18.0,12.0,12.0,4.0,0.0,0.0,1.0
7680.0,2.21875,2.1658747250007265E-8,7680.0,83.1,66.03752351248372,-0.5952380952380957,65.29774127310061,7680.0,43568.0,18.0,12.0,12.0,4.0,0.0,0.0,1.0
7690.0,2.234375,2.18348577618599E-8,7690.0,82.69999999999999,65.15103902277872,-3.5928143712574876,64.03326403326403,7690.0,43568.0,18.0,12.0,12.0,4.0,0.0,0.0,1.0
7700.0,2.234375,2.18348577618599E-8,7700.0,82.5,64.68812552463355,-2.9411764705882373,63.31236897274633,7700.0,43568.0,18.0,12.0,12.0,4.0,0.0,0.0,1.0
7710.0,2.234375,2.18348577618599E-8,7710.0,81.89999999999999,63.42872845123695,-7.738095238095243,61.73361522198731,7710.0,43568.0,18.0,12.0,12.0,4.0,0.0,0.0,1.0
7720.0,2.25,2.2010968273712537E-8,7720.0,81.89999999999999,63.4977614649296,-10.365853658536592,62.05450733752619,7720.0,43568.0,18.0,12.0,12.0,4.0,0.0,0.0,1.0
7730.0,2.25,2.2010968273712537E-8,7730.0,81.6,62.95103092783504,-10.84337349397591,61.66666666666666,7730.0,43568.0,18.0,12.0,12.0,4.0,0.0,0.0,1.0
7740.0,2.25,2.2010968273712537E-8,7740.0,81.2,62.196769834630985,-12.574850299401138,61.15702479338844,7740.0,43568.0,18.0,12.0,12.0,4.0,0.0,0.0,1.0
7750.0,2.25,2.2010968273712537E-8,7750.0,81.2,62.3083338679669,-13.253012048192714,61.788617886178876,7750.0,43568.0,18.0,12.0,12.0,4.0,0.0,0.0,1.0
7760.0,2.265625,2.2187078785565173E-8,7760.0,81.2,62.38961953499167,-13.939393939393883,62.3246492985972,7760.0,43568.0,18.0,12.0,12.0,4.0,0.0,0.0,1.0
7770.0,2.265625,2.2187078785565173E-8,7770.0,81.0,62.026884965444474,-15.151515151515094,62.07584830339322,7770.0,43568.0,18.0,12.0,12.0,4.0,0.0,0.0,1.0
7780.0,2.265625,2.2187078785565173E-8,7780.0,80.5,61.04051786142413,-16.071428571428516,61.68958742632614,7780.0,43568.0,18.0,12.0,12.0,4.0,0.0,0.0,1.0
7790.0,2.265625,2.2187078785565173E-8,7790.0,80.4,60.82491535383496,-18.07228915662645,62.08897485493231,7790.0,43568.0,18.0,12.0,12.0,4.0,0.0,0.0,1.0
7800.0,2.28125,2.236318929741781E-8,7800.0,80.10000000000001,60.26294349749997,-19.161676646706532,61.80422264875241,7800.0,43568.0,18.0,12.0,12.0,4.0,0.0,0.0,1.0
7810.0,2.28125,2.236318929741781E-8,7810.0,80.10000000000001,60.30257813809118,-19.161676646706532,61.80422264875241,7810.0,43568.0,18.0,12.0,12.0,4.0,0.0,0.0,1.0
7820.0,2.28125,2.236318929741781E-8,7820.0,80.30000000000001,60.67079257336795,-17.96407185628737,62.04238921001928,7820.0,43568.0,18.0,12.0,12.0,4.0,0.0,0.0,1.0
7830.0,2.28125,2.236318929741781E-8,7830.0,80.10000000000001,60.25564210105853,-19.161676646706532,62.02290076335879,7830.0,43568.0,18.0,12.0,12.0,4.0,0.0,0.0,1.0
7840.0,2.296875,2.2539299809270445E-8,7840.0,80.30000000000001,60.63967520739095,-17.96407185628737,62.33269598470365,7840.0,43568.0,18.0,12.0,12.0,4.0,0.0,0.0,1.0
7850.0,2.296875,2.2539299809270445E-8,7850.0,80.30000000000001,60.63967520739095,-17.261904761904706,61.74757281553399,7850.0,43568.0,18.0,12.0,12.0,4.0,0.0,0.0,1.0
7860.0,2.296875,2.2539299809270445E-8,7860.0,80.30000000000001,60.64910991083129,-17.96407185628737,61.8955512572534,7860.0,43568.0,18.0,12.0,12.0,4.0,0.0,0.0,1.0
7870.0,2.296875,2.2539299809270445E-8,7870.0,80.30000000000001,60.65382556662486,-15.204678362573043,62.18809980806142,7870.0,43568.0,18.0,12.0,12.0,4.0,0.0,0.0,1.0
7880.0,2.3125,2.271541032112308E-8,7880.0,80.2,60.44872716812887,-13.793103448275806,62.500000000000014,7880.0,43568.0,18.0,12.0,12.0,4.0,0.0,0.0,1.0
7890.0,2.3125,2.271541032112308E-8,7890.0,80.2,60.445566707153375,-14.450867052023067,62.92134831460674,7890.0,43568.0,18.0,12.0,12.0,4.0,0.0,0.0,1.0
7900.0,2.3125,2.271541032112308E-8,7900.0,80.30000000000001,60.623625824505304,-14.534883720930178,63.24626865671642,7900.0,43568.0,18.0,12.0,12.0,4.0,0.0,0.0,1.0
7910.0,2.3125,2.271541032112308E-8,7910.0,80.4,60.79451123157242,-13.294797687861216,63.63636363636365,7910.0,43568.0,18.0,12.0,12.0,4.0,0.0,0.0,1.0
7920.0,2.328125,2.2891520832975717E-8,7920.0,80.80000000000001,61.57909902987225,-10.34482758620684,64.57564575645756,7920.0,43568.0,18.0,12.0,12.0,4.0,0.0,0.0,1.0
7930.0,2.328125,2.2891520832975717E-8,7930.0,80.9,61.74675147805746,-9.142857142857084,64.5640074211503,7930.0,43568.0,18.0,12.0,12.0,4.0,0.0,0.0,1.0
7940.0,2.328125,2.2891520832975717E-8,7940.0,80.7,61.34990948268958,-9.659090909090851,63.65348399246705,7940.0,43568.0,18.0,12.0,12.0,4.0,0.0,0.0,1.0
7950.0,2.328125,2.2891520832975717E-8,7950.0,80.7,61.34990948268958,-9.659090909090851,62.955854126679476,7950.0,43568.0,18.0,12.0,12.0,4.0,0.0,0.0,1.0
7960.0,2.34375,2.3067631344828354E-8,7960.0,80.4,60.74284157733661,-11.363636363636308,62.015503875969,7960.0,43568.0,18.0,12.0,12.0,4.0,0.0,0.0,1.0
7970.0,2.34375,2.3067631344828354E-8,7970.0,79.4,58.69690748107277,-17.045454545454493,60.83650190114069,7970.0,43568.0,18.0,12.0,12.0,4.0,0.0,0.0,1.0
7980.0,2.34375,2.3067631344828354E-8,7980.0,78.60000000000001,57.076379974326066,-22.285714285714235,59.925093632958806,7980.0,43568.0,18.0,12.0,12.0,4.0,0.0,0.0,1.0
7990.0,2.34375,2.3067631344828354E-8,7990.0,78.10000000000001,56.072434349350516,-27.32558139534879,58.834586466165405,7990.0,43568.0,18.0,12.0,12.0,4.0,0.0,0.0,1.0
8000.0,2.359375,2.324374185668099E-8,8000.0,77.8,55.426162031924505,-29.824561403508724,58.192090395480236,8000.0,43568.0,18.0,12.0,12.0,4.0,0.0,0.0,1.0
8010.0,2.359375,2.324374185668099E-8,8010.0,77.8,55.2933121211511,-29.824561403508724,58.192090395480236,8010.0,43568.0,18.0,12.0,12.0,4.0,0.0,0.0,1.0
8020.0,2.359375,2.324374185668099E-8,8020.0,77.7,55.004035512510086,-29.651162790697626,58.395522388059696,8020.0,43568.0,18.0,12.0,12.0,4.0,0.0,0.0,1.0
8030.0,2.359375,2.324374185668099E-8,8030.0,77.8,55.187546174994665,-29.069767441860417,58.964879852125705,8030.0,43568.0,18.0,12.0,12.0,4.0,0.0,0.0,1.0
8040.0,2.375,2.3419852368533626E-8,8040.0,77.9,55.206576728499165,-30.76923076923072,59.07407407407407,8040.0,43568.0,18.0,12.0,12.0,4.0,0.0,0.0,1.0
8050.0,2.375,2.3419852368533626E-8,8050.0,78.2,55.7450263905806,-28.235294117647015,59.479553903345725,8050.0,43568.0,18.0,12.0,12.0,4.0,0.0,0.0,1.0
8060.0,2.375,2.3419852368533626E-8,8060.0,78.7,56.716114610851456,-26.03550295857983,59.81132075471699,8060.0,43568.0,18.0,12.0,12.0,4.0,0.0,0.0,1.0
8070.0,2.375,2.3419852368533626E-8,8070.0,79.3,57.896706586826355,-23.214285714285662,60.64638783269963,8070.0,43568.0,18.0,12.0,12.0,4.0,0.0,0.0,1.0
8080.0,2.390625,2.3595962880386262E-8,8080.0,79.3,58.02885668172492,-21.76470588235289,60.49618320610688,8080.0,43568.0,18.0,12.0,12.0,4.0,0.0,0.0,1.0
8090.0,2.390625,2.3595962880386262E-8,8090.0,79.3,58.04961089494164,-20.348837209302275,59.805825242718456,8090.0,43568.0,18.0,12.0,12.0,4.0,0.0,0.0,1.0
8100.0,2.390625,2.3595962880386262E-8,8100.0,79.5,58.407050917885385,-17.816091954022937,60.271317829457374,8100.0,43568.0,18.0,12.0,12.0,4.0,0.0,0.0,1.0
8110.0,2.390625,2.3595962880386262E-8,8110.0,79.4,58.06188925081434,-15.083798882681512,60.384615384615394,8110.0,43568.0,18.0,12.0,12.0,4.0,0.0,0.0,1.0
8120.0,2.40625,2.3772073392238898E-8,8120.0,79.4,57.939440962084255,-14.44444444444439,60.76190476190477,8120.0,43568.0,18.0,12.0,12.0,4.0,0.0,0.0,1.0
8130.0,2.40625,2.3772073392238898E-8,8130.0,79.7,58.623444812236045,-14.044943820224665,61.48007590132828,8130.0,43568.0,18.0,12.0,12.0,4.0,0.0,0.0,1.0
8140.0,2.40625,2.3772073392238898E-8,8140.0,79.7,58.57447207960232,-11.538461538461485,62.05607476635515,8140.0,43568.0,18.0,12.0,12.0,4.0,0.0,0.0,1.0
8150.0,2.40625,2.3772073392238898E-8,8150.0,79.80000000000001,58.86634004097077,-14.124293785310678,62.66173752310537,8150.0,43568.0,18.0,12.0,12.0,4.0,0.0,0.0,1.0
8160.0,2.421875,2.3948183904091534E-8,8160.0,79.80000000000001,58.86634004097077,-14.124293785310678,63.20582877959928,8160.0,43568.0,18.0,12.0,12.0,4.0,0.0,0.0,1.0
8170.0,2.421875,2.3948183904091534E-8,8170.0,80.10000000000001,59.476410791085634,-13.71428571428566,63.68613138686131,8170.0,43568.0,18.0,12.0,12.0,4.0,0.0,0.0,1.0
8180.0,2.421875,2.3948183904091534E-8,8180.0,80.7,60.74363355300627,-8.426966292134775,64.39114391143912,8180.0,43568.0,18.0,12.0,12.0,4.0,0.0,0.0,1.0
8190.0,2.4375,2.412429441594417E-8,8190.0,81.5,62.36134734169385,-2.209944751381217,65.35580524344567,8190.0,43568.0,18.0,12.0,12.0,4.0,0.0,0.0,1.0
8200.0,2.4375,2.412429441594417E-8,8200.0,81.6,62.59265433579597,-1.0989010989010994,65.86270871985157,8200.0,43568.0,18.0,12.0,12.0,4.0,0.0,0.0,1.0
8210.0,2.4375,2.412429441594417E-8,8210.0,81.89999999999999,63.18414436697067,-0.5555555555555559,66.66666666666666,8210.0,43568.0,18.0,12.0,12.0,4.0,0.0,0.0,1.0
8220.0,2.4375,2.412429441594417E-8,8220.0,82.1,63.62113957288371,0.0,67.39526411657559,8220.0,43568.0,18.0,12.0,12.0,4.0,0.0,0.0,1.0
8230.0,2.453125,2.4300404927796807E-8,8230.0,82.89999999999999,65.26480003900092,5.000000000000003,68.56617647058823,8230.0,43568.0,18.0,12.0,12.0,4.0,0.0,0.0,1.0
8240.0,2.453125,2.4300404927796807E-8,8240.0,83.3,65.97392013039935,5.649717514124298,68.95910780669143,8240.0,43568.0,18.0,12.0,12.0,4.0,0.0,0.0,1.0
8250.0,2.453125,2.4300404927796807E-8,8250.0,83.7,66.80974449611897,6.857142857142861,69.92619926199261,8250.0,43568.0,18.0,12.0,12.0,4.0,0.0,0.0,1.0
8260.0,2.453125,2.4300404927796807E-8,8260.0,84.0,67.36292428198432,9.604519774011305,70.47970479704796,8260.0,43568.0,18.0,12.0,12.0,4.0,0.0,0.0,1.0
8270.0,2.46875,2.4476515439649443E-8,8270.0,83.7,66.94382478199148,7.909604519774016,69.92619926199261,8270.0,43568.0,18.0,12.0,12.0,4.0,0.0,0.0,1.0
8280.0,2.46875,2.4476515439649443E-8,8280.0,83.89999999999999,67.32185335833921,8.522727272727277,69.7936210131332,8280.0,43568.0,18.0,12.0,12.0,4.0,0.0,0.0,1.0
8290.0,2.46875,2.4476515439649443E-8,8290.0,84.0,67.42777108237516,9.604519774011305,69.81132075471697,8290.0,43568.0,18.0,12.0,12.0,4.0,0.0,0.0,1.0
8300.0,2.46875,2.4476515439649443E-8,8300.0,83.89999999999999,67.04007599207323,9.039548022598876,69.62264150943396,8300.0,43568.0,18.0,12.0,12.0,4.0,0.0,0.0,1.0
8310.0,2.484375,2.465262595150208E-8,8310.0,83.89999999999999,67.17635066258919,9.039548022598876,69.3916349809886,8310.0,43568.0,18.0,12.0,12.0,4.0,0.0,0.0,1.0
8320.0,2.484375,2.465262595150208E-8,8320.0,83.5,66.45086780421946,6.250000000000004,68.80907372400755,8320.0,43568.0,18.0,12.0,12.0,4.0,0.0,0.0,1.0
8330.0,2.484375,2.465262595150208E-8,8330.0,83.5,66.45086780421946,6.250000000000004,68.20809248554913,8330.0,43568.0,18.0,12.0,12.0,4.0,0.0,0.0,1.0
8340.0,2.484375,2.465262595150208E-8,8340.0,83.0,65.49974632166412,3.954802259887008,66.99029126213591,8340.0,43568.0,18.0,12.0,12.0,4.0,0.0,0.0,1.0
8350.0,2.484375,2.465262595150208E-8,8350.0,82.69999999999999,64.80993295580288,2.8089887640449454,66.34241245136187,8350.0,43568.0,18.0,12.0,12.0,4.0,0.0,0.0,1.0
8360.0,2.484375,2.465262595150208E-8,8360.0,82.89999999999999,65.27072586213899,2.285714285714287,67.24137931034481,8360.0,43568.0,18.0,12.0,12.0,4.0,0.0,0.0,1.0
8370.0,2.484375,2.465262595150208E-8,8370.0,82.8,65.12924480486568,2.2727272727272743,66.60194174757281,8370.0,43568.0,18.0,12.0,12.0,4.0,0.0,0.0,1.0
8380.0,2.484375,2.465262595150208E-8,8380.0,82.8,65.12924480486568,2.2727272727272743,65.94059405940594,8380.0,43568.0,18.0,12.0,12.0,4.0,0.0,0.0,1.0
8390.0,2.5,2.4828736463354715E-8,8390.0,82.6,64.78075004857827,1.6949152542372892,65.0602409638554,8390.0,43568.0,18.0,12.0,12.0,4.0,0.0,0.0,1.0
8400.0,2.5,2.4828736463354715E-8,8400.0,82.39999999999999,64.33998581703982,0.0,65.00994035785287,8400.0,43568.0,18.0,12.0,12.0,4.0,0.0,0.0,1.0
8410.0,2.5,2.4828736463354715E-8,8410.0,82.6,64.7304923136797,2.2471910112359565,66.01562499999999,8410.0,43568.0,18.0,12.0,12.0,4.0,0.0,0.0,1.0
8420.0,2.5,2.4828736463354715E-8,8420.0,82.69999999999999,64.84740114601536,1.7045454545454555,65.94488188976378,8420.0,43568.0,18.0,12.0,12.0,4.0,0.0,0.0,1.0
8430.0,2.515625,2.500484697520735E-8,8430.0,82.69999999999999,64.6531926544022,-1.1695906432748546,65.81027667984188,8430.0,43568.0,18.0,12.0,12.0,4.0,0.0,0.0,1.0
8440.0,2.515625,2.500484697520735E-8,8440.0,82.5,64.05744236867615,-2.3391812865497092,65.5511811023622,8440.0,43568.0,18.0,12.0,12.0,4.0,0.0,0.0,1.0
8450.0,2.515625,2.500484697520735E-8,8450.0,83.2,65.55640753330572,2.890173410404626,66.6003976143141,8450.0,43568.0,18.0,12.0,12.0,4.0,0.0,0.0,1.0
8460.0,2.515625,2.500484697520735E-8,8460.0,83.6,66.54044525690409,3.5294117647058845,67.46031746031746,8460.0,43568.0,18.0,12.0,12.0,4.0,0.0,0.0,1.0
8470.0,2.53125,2.5180957487059987E-8,8470.0,83.3,65.96698593845525,2.3391812865497092,66.46586345381526,8470.0,43568.0,18.0,12.0,12.0,4.0,0.0,0.0,1.0
8480.0,2.53125,2.5180957487059987E-8,8480.0,82.69999999999999,64.6344056127038,-0.5813953488372097,65.60636182902584,8480.0,43568.0,18.0,12.0,12.0,4.0,0.0,0.0,1.0
8490.0,2.53125,2.5180957487059987E-8,8490.0,82.39999999999999,64.00656062235927,-2.3255813953488387,65.69200779727095,8490.0,43568.0,18.0,12.0,12.0,4.0,0.0,0.0,1.0
8500.0,2.53125,2.5180957487059987E-8,8500.0,82.39999999999999,63.88602758615028,0.0,66.08863198458573,8500.0,43568.0,18.0,12.0,12.0,4.0,0.0,0.0,1.0
8510.0,2.53125,2.5180957487059987E-8,8510.0,82.6,64.34645411142756,1.1363636363636371,66.60268714011515,8510.0,43568.0,18.0,12.0,12.0,4.0,0.0,0.0,1.0
8520.0,2.546875,2.5357067998912623E-8,8520.0,82.39999999999999,64.04655970518178,1.1235955056179783,65.8252427184466,8520.0,43568.0,18.0,12.0,12.0,4.0,0.0,0.0,1.0
8530.0,2.546875,2.5357067998912623E-8,8530.0,82.39999999999999,64.07576747224036,1.1235955056179783,65.75875486381322,8530.0,43568.0,18.0,12.0,12.0,4.0,0.0,0.0,1.0
8540.0,2.546875,2.5357067998912623E-8,8540.0,82.5,64.2842565002653,2.2346368715083815,66.34615384615384,8540.0,43568.0,18.0,12.0,12.0,4.0,0.0,0.0,1.0
8550.0,2.546875,2.5357067998912623E-8,8550.0,83.0,65.28345041659858,3.409090909090911,67.18146718146717,8550.0,43568.0,18.0,12.0,12.0,4.0,0.0,0.0,1.0
8560.0,2.5625,2.553317851076526E-8,8560.0,83.2,65.71190654045382,4.5454545454545485,67.25146198830409,8560.0,43568.0,18.0,12.0,12.0,4.0,0.0,0.0,1.0
8570.0,2.5625,2.553317851076526E-8,8570.0,83.2,65.71190654045382,4.5454545454545485,66.6003976143141,8570.0,43568.0,18.0,12.0,12.0,4.0,0.0,0.0,1.0
8580.0,2.5625,2.553317851076526E-8,8580.0,83.2,65.76779972532734,4.5454545454545485,66.46706586826346,8580.0,43568.0,18.0,12.0,12.0,4.0,0.0,0.0,1.0
8590.0,2.5625,2.553317851076526E-8,8590.0,83.2,65.68347087180324,5.084745762711868,66.9291338582677,8590.0,43568.0,18.0,12.0,12.0,4.0,0.0,0.0,1.0
8600.0,2.578125,2.5709289022617896E-8,8600.0,83.6,66.40500811196144,7.865168539325848,68.09338521400777,8600.0,43568.0,18.0,12.0,12.0,4.0,0.0,0.0,1.0
8610.0,2.578125,2.5709289022617896E-8,8610.0,83.2,65.71190654045382,5.617977528089891,66.99410609037328,8610.0,43568.0,18.0,12.0,12.0,4.0,0.0,0.0,1.0
8620.0,2.578125,2.5709289022617896E-8,8620.0,83.3,65.9200365696374,6.17977528089888,66.66666666666666,8620.0,43568.0,18.0,12.0,12.0,4.0,0.0,0.0,1.0
8630.0,2.578125,2.5709289022617896E-8,8630.0,83.39999999999999,66.12811733546631,6.741573033707869,66.32860040567951,8630.0,43568.0,18.0,12.0,12.0,4.0,0.0,0.0,1.0
8640.0,2.59375,2.5885399534470532E-8,8640.0,83.89999999999999,67.08804866880355,9.550561797752815,67.14285714285714,8640.0,43568.0,18.0,12.0,12.0,4.0,0.0,0.0,1.0
8650.0,2.59375,2.5885399534470532E-8,8650.0,84.7,68.78060724779627,13.559322033898313,69.3386773547094,8650.0,43568.0,18.0,12.0,12.0,4.0,0.0,0.0,1.0
8660.0,2.59375,2.5885399534470532E-8,8660.0,84.6,68.64514447665896,12.994350282485884,68.82591093117408,8660.0,43568.0,18.0,12.0,12.0,4.0,0.0,0.0,1.0
8670.0,2.59375,2.5885399534470532E-8,8670.0,84.89999999999999,69.3116875726561,13.21839080459771,69.30894308943088,8670.0,43568.0,18.0,12.0,12.0,4.0,0.0,0.0,1.0
8680.0,2.609375,2.6061510046323168E-8,8680.0,85.0,69.47347855817134,12.280701754385973,69.0082644628099,8680.0,43568.0,18.0,12.0,12.0,4.0,0.0,0.0,1.0
8690.0,2.609375,2.6061510046323168E-8,8690.0,85.39999999999999,70.14375984131203,15.116279069767453,70.02053388090349,8690.0,43568.0,18.0,12.0,12.0,4.0,0.0,0.0,1.0
8700.0,2.609375,2.6061510046323168E-8,8700.0,85.6,70.62854905032309,15.294117647058833,70.49180327868852,8700.0,43568.0,18.0,12.0,12.0,4.0,0.0,0.0,1.0
8710.0,2.609375,2.6061510046323168E-8,8710.0,86.3,71.95634196068156,19.411764705882366,71.81069958847736,8710.0,43568.0,18.0,12.0,12.0,4.0,0.0,0.0,1.0
8720.0,2.625,2.6237620558175804E-8,8720.0,86.3,71.95634196068156,19.411764705882366,71.21848739495798,8720.0,43568.0,18.0,12.0,12.0,4.0,0.0,0.0,1.0
8730.0,2.625,2.6237620558175804E-8,8730.0,86.5,72.33152975897687,19.642857142857157,71.75732217573221,8730.0,43568.0,18.0,12.0,12.0,4.0,0.0,0.0,1.0
8740.0,2.640625,2.641373107002844E-8,8740.0,86.9,73.17618536689245,23.39181286549709,72.82157676348547,8740.0,43568.0,18.0,12.0,12.0,4.0,0.0,0.0,1.0
8750.0,2.640625,2.641373107002844E-8,8750.0,86.8,73.15468999768154,23.699421965317935,72.55717255717255,8750.0,43568.0,18.0,12.0,12.0,4.0,0.0,0.0,1.0
8760.0,2.640625,2.641373107002844E-8,8760.0,86.7,73.0277834110728,23.563218390804614,72.0,8760.0,43568.0,18.0,12.0,12.0,4.0,0.0,0.0,1.0
8770.0,2.640625,2.641373107002844E-8,8770.0,87.0,73.64953886693016,25.71428571428573,72.63157894736841,8770.0,43568.0,18.0,12.0,12.0,4.0,0.0,0.0,1.0
8780.0,2.65625,2.6589841581881076E-8,8780.0,87.5,74.64400178506227,28.1609195402299,73.57293868921776,8780.0,43568.0,18.0,12.0,12.0,4.0,0.0,0.0,1.0
8790.0,2.65625,2.6589841581881076E-8,8790.0,87.6,74.84960469257697,28.735632183908066,73.78435517970402,8790.0,43568.0,18.0,12.0,12.0,4.0,0.0,0.0,1.0
8800.0,2.65625,2.6589841581881076E-8,8800.0,87.6,74.83510908168442,28.735632183908066,73.67303609341825,8800.0,43568.0,18.0,12.0,12.0,4.0,0.0,0.0,1.0
8810.0,2.65625,2.6589841581881076E-8,8810.0,87.6,74.83510908168442,28.735632183908066,73.67303609341825,8810.0,43568.0,18.0,12.0,12.0,4.0,0.0,0.0,1.0
8820.0,2.65625,2.6589841581881076E-8,8820.0,87.9,75.40650406504065,31.638418079096063,74.14529914529915,8820.0,43568.0,18.0,12.0,12.0,4.0,0.0,0.0,1.0
8830.0,2.671875,2.6765952093733712E-8,8830.0,88.3,76.18659936497598,34.636871508379905,74.83870967741936,8830.0,43568.0,18.0,12.0,12.0,4.0,0.0,0.0,1.0
8840.0,2.671875,2.6765952093733712E-8,8840.0,88.3,76.2106153520829,34.636871508379905,74.94646680942184,8840.0,43568.0,18.0,12.0,12.0,4.0,0.0,0.0,1.0
8850.0,2.671875,2.6765952093733712E-8,8850.0,88.2,76.0493626694812,34.444444444444464,74.8936170212766,8850.0,43568.0,18.0,12.0,12.0,4.0,0.0,0.0,1.0
8860.0,2.671875,2.6765952093733712E-8,8860.0,88.2,75.9885396148399,33.70786516853935,74.67811158798283,8860.0,43568.0,18.0,12.0,12.0,4.0,0.0,0.0,1.0
8870.0,2.6875,2.694206260558635E-8,8870.0,88.2,75.92426344568676,32.183908045977034,74.45887445887446,8870.0,43568.0,18.0,12.0,12.0,4.0,0.0,0.0,1.0
8880.0,2.6875,2.694206260558635E-8,8880.0,88.3,76.01279317697228,31.578947368421073,74.28571428571429,8880.0,43568.0,18.0,12.0,12.0,4.0,0.0,0.0,1.0
8890.0,2.6875,2.694206260558635E-8,8890.0,88.0,75.42081611083573,29.824561403508792,73.7417943107221,8890.0,43568.0,18.0,12.0,12.0,4.0,0.0,0.0,1.0
8900.0,2.6875,2.694206260558635E-8,8900.0,87.9,75.17439474764053,29.239766081871366,73.4065934065934,8900.0,43568.0,18.0,12.0,12.0,4.0,0.0,0.0,1.0
8910.0,2.703125,2.7118173117438985E-8,8910.0,87.2,73.76533088476421,24.260355029585813,72.0524017467249,8910.0,43568.0,18.0,12.0,12.0,4.0,0.0,0.0,1.0
8920.0,2.703125,2.7118173117438985E-8,8920.0,86.7,72.78003814887886,18.902439024390258,71.14967462039046,8920.0,43568.0,18.0,12.0,12.0,4.0,0.0,0.0,1.0
8930.0,2.703125,2.7118173117438985E-8,8930.0,87.0,73.40675795649345,21.68674698795182,71.8004338394794,8930.0,43568.0,18.0,12.0,12.0,4.0,0.0,0.0,1.0
8940.0,2.703125,2.7118173117438985E-8,8940.0,86.9,73.3505842528399,20.60606060606062,72.06823027718549,8940.0,43568.0,18.0,12.0,12.0,4.0,0.0,0.0,1.0
